file,instrument,bpm,noise_level,tone_freq,body,decay,brightness,style,rms,max,min,mean
hat\hat_loop_00413.wav,hat,174,0.6750904201409912,7358.202311257509,0.1758491183438748,0.029561448050516467,0.23988927404074728,neuro,0.12807728350162506,0.8777841925621033,-1.0,3.7001987607254705e-07
hat\hat_loop_00414.wav,hat,174,0.6007342283437681,10217.580372792652,0.15354899774132663,0.09699991228599167,0.5046547238552767,default,0.17315910756587982,1.0,-0.9937905073165894,1.824209107326169e-06
hat\hat_loop_00415.wav,hat,174,0.7117362724810038,7233.855849304288,0.19490453872727886,0.01960761327848555,0.20589985720286738,default,0.12152473628520966,1.0,-0.8766661882400513,-8.406092888435523e-07
hat\hat_loop_00416.wav,hat,174,0.6064935074463639,8725.453475330438,0.1563806917534323,0.07825382799534887,0.4454181384094046,jungle,0.16739222407341003,0.9033842086791992,-1.0,-1.5443707752638147e-06
hat\hat_loop_00417.wav,hat,174,0.5590455001493235,8369.927231159978,0.12138544049545,0.020504580164142697,0.6196350068678905,jumpup,0.1349472999572754,1.0,-0.9310407042503357,4.469368519721684e-08
hat\hat_loop_00418.wav,hat,174,0.5840450246154018,9958.75003086594,0.14442985024986496,0.096043429915353,0.49856209099123777,default,0.1936170756816864,0.9960435628890991,-1.0,1.301950014465092e-08
hat\hat_loop_00419.wav,hat,174,0.6289814632763396,10006.421799028984,0.14863206997806294,0.10250018524938442,0.4764171529212684,default,0.1846349835395813,1.0,-0.9803767800331116,2.57651345236809e-06
hat\hat_loop_00420.wav,hat,174,0.5256055550144286,8597.965310285068,0.1186742877567335,0.019869149579126364,0.6299627245582639,jumpup,0.12943321466445923,1.0,-0.9804710149765015,5.484769758368202e-07
hat\hat_loop_00421.wav,hat,174,0.49021062713921537,8123.107613626299,0.09751933054322905,0.020626743974469158,0.7886592011841213,default,0.13216213881969452,1.0,-0.9095793962478638,-2.31301351050206e-06
hat\hat_loop_00422.wav,hat,174,0.7103910510739343,6912.041403904927,0.20110996671575496,0.01989565813099383,0.19559754740141333,default,0.12242686748504639,1.0,-0.8858702182769775,9.053444500750629e-07
hat\hat_loop_00423.wav,hat,174,0.629885060819262,9956.310261919787,0.15231134777289343,0.10093930333752268,0.4912964144326968,default,0.18382953107357025,1.0,-0.9598925113677979,-3.8035989291529404e-06
hat\hat_loop_00424.wav,hat,174,0.5848315891215328,9116.767737835042,0.14579515846471483,0.0777683245591618,0.44246450217133093,jungle,0.16557955741882324,1.0,-0.9654247164726257,2.596577587610227e-06
hat\hat_loop_00425.wav,hat,174,0.6837843344045349,6800.875374021802,0.20006410492124074,0.019334992028511733,0.20111808310918564,default,0.12186599522829056,1.0,-0.8983624577522278,-1.50119126374193e-06
hat\hat_loop_00426.wav,hat,174,0.5195207562164558,7861.7926092725,0.09882464459142666,0.020014335433566607,0.8089748903152667,default,0.12100531160831451,0.9802223443984985,-1.0,-6.89554042310192e-07
hat\hat_loop_00427.wav,hat,174,0.6786930464232628,6869.253291030913,0.19779909732139156,0.020068843905727135,0.20743574394823633,default,0.12825562059879303,0.9953668117523193,-1.0,1.2653882777158287e-06
hat\hat_loop_00428.wav,hat,174,0.5910802078340679,8881.67346898165,0.1550769331228764,0.08202231879499612,0.461180604618047,jungle,0.18460538983345032,1.0,-0.9515862464904785,8.948173331191356e-07
hat\hat_loop_00429.wav,hat,174,0.6635313994168949,7463.721929503942,0.18207123059788932,0.029714407920690772,0.2469791573710349,neuro,0.1300169974565506,0.919456422328949,-1.0,-8.763655046095664e-07
hat\hat_loop_00430.wav,hat,174,0.5008842767375077,8311.237795650519,0.0955832913353464,0.020817621723884905,0.783421409860027,default,0.1406518518924713,0.9416021704673767,-1.0,2.706329382817785e-07
hat\hat_loop_00431.wav,hat,174,0.5737655013634794,10256.153713146085,0.15388845559051012,0.09846383978556561,0.47961990178579905,default,0.1855529546737671,0.9716277718544006,-1.0,-2.807542500704585e-07
hat\hat_loop_00432.wav,hat,174,0.5472520742562567,8851.224907131813,0.11468920373943903,0.0200626700602878,0.6040750233803275,jumpup,0.13830246031284332,1.0,-0.9575057625770569,1.667090941737115e-06
hat\hat_loop_00433.wav,hat,174,0.5386652131007359,8591.9858780715,0.11832786608803858,0.02089446185134042,0.5840280545185598,jumpup,0.13118386268615723,0.8716084361076355,-1.0,6.924854574208439e-07
hat\hat_loop_00434.wav,hat,174,0.4906504730987681,8079.241467579155,0.09603871771102174,0.020002007757890714,0.7716998373190224,default,0.14055989682674408,1.0,-0.9800092577934265,-6.208284730746527e-07
hat\hat_loop_00435.wav,hat,174,0.5046183362273619,8107.876640503671,0.09672170350539343,0.0203473104620316,0.8045266688073796,default,0.13757167756557465,1.0,-0.9781604409217834,-1.3552846667153062e-06
hat\hat_loop_00436.wav,hat,174,0.4993382405994141,7968.61727530689,0.1016719778980193,0.02024504551687757,0.7950376742719508,default,0.13411031663417816,0.9461112022399902,-1.0,-1.1256217931077117e-06
hat\hat_loop_00437.wav,hat,174,0.524774512537581,8110.978497678107,0.09902148384369772,0.02065092961714539,0.789533910127433,default,0.14149394631385803,1.0,-0.9351444244384766,-6.44043609554501e-07
hat\hat_loop_00438.wav,hat,174,0.6677981006666831,7839.378755179014,0.18361976645567496,0.02992708652711502,0.25071341833648514,neuro,0.1429000347852707,1.0,-0.9853498935699463,2.2204442302609095e-06
hat\hat_loop_00439.wav,hat,174,0.5830428402809119,8996.107238073957,0.14369023220578975,0.07952301044902385,0.4392671956474142,jungle,0.16696317493915558,1.0,-0.9834774732589722,3.171712990024389e-07
hat\hat_loop_00440.wav,hat,174,0.5520028458169688,8211.826644724697,0.12126125802798056,0.020389140297047057,0.5734697274695719,jumpup,0.1347348392009735,0.9216505289077759,-1.0,-7.020123575784964e-07
hat\hat_loop_00441.wav,hat,174,0.606909826916304,10364.925156850673,0.14960025632214677,0.09606069758414484,0.5023803514288032,default,0.18070906400680542,1.0,-0.9988558292388916,-2.77677963822498e-06
hat\hat_loop_00442.wav,hat,174,0.5853078321233379,9554.309483840632,0.14713317348794772,0.10463064389772074,0.5195310356997104,default,0.1891479343175888,0.9945515990257263,-1.0,1.214968818885609e-07
hat\hat_loop_00443.wav,hat,174,0.5292313047546482,8293.319693122947,0.12056866087509541,0.020062409310950897,0.6283787129640108,jumpup,0.13535819947719574,0.9821242094039917,-1.0,-4.6005115450498124e-07
hat\hat_loop_00444.wav,hat,174,0.5175364581618036,7864.520099132511,0.09605149348650728,0.020919156029424034,0.8145074871655857,default,0.1286894679069519,0.9256736636161804,-1.0,5.820152182423044e-07
hat\hat_loop_00445.wav,hat,174,0.5273107561043395,8888.895268272283,0.12104267680091865,0.01984555625950796,0.5994544672312389,jumpup,0.1340956687927246,0.9538089036941528,-1.0,-1.0478681389258782e-07
hat\hat_loop_00446.wav,hat,174,0.48034951454633856,7780.19519564266,0.09668974144839203,0.0204144675195376,0.8134853914789355,default,0.13109253346920013,1.0,-0.9322147369384766,3.114361106781871e-06
hat\hat_loop_00447.wav,hat,174,0.5759942105128898,8716.229786594851,0.15125461107491284,0.08057239464564105,0.4285003749676184,jungle,0.17159101366996765,0.8965845704078674,-1.0,-4.977692356078478e-07
hat\hat_loop_00448.wav,hat,174,0.6010104645053638,10220.962643696932,0.14438285560559086,0.09967765284159644,0.5107522170917952,default,0.18479301035404205,0.9779667854309082,-1.0,4.435286427906249e-06
hat\hat_loop_00449.wav,hat,174,0.5176751245728012,7956.999435304548,0.10127633057483024,0.020069978281535606,0.7979256214374771,default,0.12122531235218048,1.0,-0.8580779433250427,2.843855327228084e-06
hat\hat_loop_00450.wav,hat,174,0.6380750438243588,7799.743475751926,0.17864990348573395,0.02859418280916121,0.2559190178639917,neuro,0.12535704672336578,1.0,-0.8837941288948059,1.885080791907967e-06
hat\hat_loop_00451.wav,hat,174,0.5274758156805479,8275.894694631366,0.11501828097179721,0.019142553689933832,0.5769010220578362,jumpup,0.12484882026910782,0.8541155457496643,-1.0,1.885643541754689e-06
hat\hat_loop_00452.wav,hat,174,0.6134287240137434,10163.421158710928,0.14789291155518364,0.09553140344984276,0.524533645565586,default,0.1700523942708969,1.0,-0.9112856388092041,-1.6947446965787094e-06
hat\hat_loop_00453.wav,hat,174,0.7141949463161705,6845.669339634751,0.19927195081890467,0.019211984499851682,0.20701761639397404,default,0.1285245269536972,1.0,-0.9588403105735779,-2.000553195102839e-06
hat\hat_loop_00454.wav,hat,174,0.5044266055297909,8222.850468813585,0.09886808277235312,0.020193958235212847,0.7785877637854127,default,0.11223867535591125,1.0,-0.8930811285972595,7.81612186528946e-07
hat\hat_loop_00455.wav,hat,174,0.5209350909230089,8148.459502266706,0.10279540800676525,0.019320801611536514,0.7635187043449856,default,0.13720977306365967,0.9732066988945007,-1.0,-8.191623237507883e-07
hat\hat_loop_00456.wav,hat,174,0.5765871199535744,9716.712449270879,0.1543606421310959,0.10466796305213888,0.4967644474694674,default,0.18668989837169647,0.9554706811904907,-1.0,3.389891105598508e-07
hat\hat_loop_00457.wav,hat,174,0.6872953916741101,7013.250369683921,0.19347792271252054,0.019475435523187527,0.20504569622244312,default,0.12626102566719055,0.9760259389877319,-1.0,-6.250413093766838e-07
hat\hat_loop_00458.wav,hat,174,0.6313202612465463,7330.336935883128,0.18458312069522845,0.029660337165069762,0.2538786430231995,neuro,0.1373983770608902,1.0,-0.8861952424049377,-7.066080911499739e-07
