file,instrument,bpm,freq,amp,decay,drive,sub_oct,filter_cut,osc_type,style,rms,max,min,mean
bass\bass_loop_00026.wav,bass,174,47.17637366591472,0.8478429926904414,0.7024200112283738,0.3876375634100876,1.044883450411298,101.57268587807725,sine,liquid,0.5337298512458801,1.0,-0.9968750476837158,0.0008127223118208349
bass\bass_loop_00027.wav,bass,174,49.57395291877123,0.8608364170259016,0.6805500352936653,0.8235478270399749,0.9769414506281656,157.23653135337432,saw,techstep,0.5363869071006775,0.9985905289649963,-1.0,-0.001422623754478991
bass\bass_loop_00028.wav,bass,174,49.24991805413925,0.9779228197590351,0.698393220267486,0.6825596389904511,1.041638563948671,124.23656193854683,sine,default,0.5218906998634338,0.9976545572280884,-1.0,-0.0010407159570604563
bass\bass_loop_00029.wav,bass,174,48.816387838961866,0.9578338172851336,0.7219952479576868,0.6934896661400171,0.9774759559618501,122.38347227554404,sine,default,0.5843414664268494,0.9965859055519104,-1.0,0.0012312219478189945
bass\bass_loop_00030.wav,bass,174,50.59344431747699,0.9807752645194788,0.7149551533075542,0.7343312490269116,1.039195191591855,114.4010553648586,sine,default,0.49122196435928345,1.0,-0.9993013143539429,0.0006561481859534979
bass\bass_loop_00031.wav,bass,174,59.97422095729532,0.9080586846021008,0.4880774439412698,0.6144248220501585,0.9575600137433615,181.80576222334935,saw,jumpup,0.5147765278816223,0.9961984753608704,-1.0,0.00046515424037352204
bass\bass_loop_00032.wav,bass,174,44.256210933786996,0.8395741566865887,0.6708266922579563,0.38880235035144717,0.9989602422333801,103.8800939048689,sine,liquid,0.5383691787719727,1.0,-0.9964252710342407,0.0012406347086653113
bass\bass_loop_00033.wav,bass,174,44.66672000750187,0.8256991467303952,0.6772648414183469,0.399028747601944,0.9586468036735508,104.59009915711806,sine,liquid,0.47228047251701355,0.9977716207504272,-1.0,0.0029007811099290848
bass\bass_loop_00034.wav,bass,174,39.902065424290626,0.8085235982121629,0.800488619534269,0.0,0.0,151.73631555113485,sine,default,0.5649822354316711,0.9967583417892456,-1.0,0.004296158906072378
bass\bass_loop_00035.wav,bass,174,60.14026825405377,0.9276533327331836,0.5064243384594308,0.6106002033148653,1.016645122691265,185.13259101729798,saw,jumpup,0.5302280187606812,0.9960930347442627,-1.0,0.0007098692003637552
bass\bass_loop_00036.wav,bass,174,58.81552778651799,0.8755896385182178,0.49492250423017364,0.5775664398336879,0.9867974012340096,181.08141306804788,saw,jumpup,0.5153660178184509,1.0,-0.9962998628616333,3.053093678317964e-05
